Entry,Ligand_SMILES,Substrate_SMILES,Yield,tokenized_ligand,tokenized_substrate
261,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=CC=C1)C2=CC=CC=C2,5.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
262,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,3.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
263,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
264,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,6.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
265,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,CC(C1=CC=CC=C1)=O,2.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,C C ( C 1 = C C = C C = C 1 ) = O
266,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=CC=C1)C(F)(F)F,64.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
267,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1CCCCC1)C2=CC=CC=C2,3.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
268,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C1CCCC2=CC=CC=C21,1.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C 1 C C C C 2 = C C = C C = C 2 1
269,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C1CCC2=CC=CC=C2C1,14.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C 1 C C C 2 = C C = C C = C 2 C 1
270,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1CCCCC1)C2CCCCC2,0.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
271,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=CC=C1)C2=CC=CC=C2,6.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
272,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,4.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
273,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
274,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,7.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
275,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,CC(C1=CC=CC=C1)=O,4.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,C C ( C 1 = C C = C C = C 1 ) = O
276,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=CC=C1)C(F)(F)F,62.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
277,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1CCCCC1)C2=CC=CC=C2,2.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
278,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C1CCCC2=CC=CC=C21,2.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C 1 C C C C 2 = C C = C C = C 2 1
279,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C1CCC2=CC=CC=C2C1,6.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C 1 C C C 2 = C C = C C = C 2 C 1
280,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1CCCCC1)C2CCCCC2,0.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
281,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,O=C(C1=CC=CC=C1)C2=CC=CC=C2,2.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
282,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,1.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
283,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
284,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,3.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
285,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,CC(C1=CC=CC=C1)=O,2.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,C C ( C 1 = C C = C C = C 1 ) = O
286,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,O=C(C1=CC=CC=C1)C(F)(F)F,62.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
287,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,O=C(C1CCCCC1)C2=CC=CC=C2,1.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
288,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,O=C1CCCC2=CC=CC=C21,1.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,O = C 1 C C C C 2 = C C = C C = C 2 1
289,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,O=C1CCC2=CC=CC=C2C1,5.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,O = C 1 C C C 2 = C C = C C = C 2 C 1
290,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,O=C(C1CCCCC1)C2CCCCC2,0.0,C C ( C 1 = C C ( C ( C ) C ) = C C ( C ( C ) C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
291,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,5.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
292,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,2.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
293,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,3.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
294,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,10.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
295,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,CC(C1=CC=CC=C1)=O,4.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,C C ( C 1 = C C = C C = C 1 ) = O
296,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,O=C(C1=CC=CC=C1)C(F)(F)F,86.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
297,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,O=C(C1CCCCC1)C2=CC=CC=C2,1.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
298,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,O=C1CCCC2=CC=CC=C21,2.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,O = C 1 C C C C 2 = C C = C C = C 2 1
299,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,O=C1CCC2=CC=CC=C2C1,9.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,O = C 1 C C C 2 = C C = C C = C 2 C 1
300,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,O=C(C1CCCCC1)C2CCCCC2,0.0,C O C 1 = C C = C C ( O C ) = C 1 C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
The following are the virtual screening results:,,,,,
301,C12=C(C(C3=C(P(C4=CC=CC=C4)C5=CC=CC=C5)C=CC6=C3OCO6)=C(P(C7=CC=CC=C7)C8=CC=CC=C8)C=C2)OCO1,O=C1CCCC2=CC=CC=C21,12.0,C 1 2 = C ( C ( C 3 = C ( P ( C 4 = C C = C C = C 4 ) C 5 = C C = C C = C 5 ) C = C C 6 = C 3 O C O 6 ) = C ( P ( C 7 = C C = C C = C 7 ) C 8 = C C = C C = C 8 ) C = C 2 ) O C O 1,O = C 1 C C C C 2 = C C = C C = C 2 1
302,CC(P(C(C)C)[C-]1C=CC=C1)C.CC(P(C(C)C)[C-]2C=CC=C2)C.[Fe+2],O=C1CCCC2=CC=CC=C21,6.0,C C ( P ( C ( C ) C ) [C-] 1 C = C C = C 1 ) C . C C ( P ( C ( C ) C ) [C-] 2 C = C C = C 2 ) C . [Fe+2],O = C 1 C C C C 2 = C C = C C = C 2 1
303,C1(P(C2=CC=CC3=C2OC4=C(C=CC=C4P(C5=CC=CC=C5)C6=CC=CC=C6)N3)C7=CC=CC=C7)=CC=CC=C1,O=C1CCCC2=CC=CC=C21,18.0,C 1 ( P ( C 2 = C C = C C 3 = C 2 O C 4 = C ( C = C C = C 4 P ( C 5 = C C = C C = C 5 ) C 6 = C C = C C = C 6 ) N 3 ) C 7 = C C = C C = C 7 ) = C C = C C = C 1,O = C 1 C C C C 2 = C C = C C = C 2 1
304,C1(P(C2=CC=CC=C2)[C-]3C=CC=C3C4=CC=C[C-]4P(C5=CC=CC=C5)C6=CC=CC=C6)=CC=CC=C1.[CH-]7C=CC=C7.[Fe+2].[Fe+2].C8=CC=C[CH-]8,O=C1CCCC2=CC=CC=C21,13.0,C 1 ( P ( C 2 = C C = C C = C 2 ) [C-] 3 C = C C = C 3 C 4 = C C = C [C-] 4 P ( C 5 = C C = C C = C 5 ) C 6 = C C = C C = C 6 ) = C C = C C = C 1 . [CH-] 7 C = C C = C 7 . [Fe+2] . [Fe+2] . C 8 = C C = C [CH-] 8,O = C 1 C C C C 2 = C C = C C = C 2 1
305,CC(N(C)C)C1=CC=C[C-]1P(C2=CC=CC=C2)C3=CC=CC=C3.C4(P(C5=CC=CC=C5)[C-]6C=CC=C6)=CC=CC=C4.[Fe+2],O=C1CCCC2=CC=CC=C21,48.0,C C ( N ( C ) C ) C 1 = C C = C [C-] 1 P ( C 2 = C C = C C = C 2 ) C 3 = C C = C C = C 3 . C 4 ( P ( C 5 = C C = C C = C 5 ) [C-] 6 C = C C = C 6 ) = C C = C C = C 4 . [Fe+2],O = C 1 C C C C 2 = C C = C C = C 2 1
306,O=C(O)C1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,O=C1CCCC2=CC=CC=C21,0.0,O = C ( O ) C 1 = C C = C C = C 1 P ( C 2 = C C = C C = C 2 ) C 3 = C C = C C = C 3,O = C 1 C C C C 2 = C C = C C = C 2 1
307,FC(C1=CC(C(F)(F)F)=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)=C1)(F)F,O=C1CCCC2=CC=CC=C21,8.0,F C ( C 1 = C C ( C ( F ) ( F ) F ) = C C ( P ( C 2 = C C ( C ( F ) ( F ) F ) = C C ( C ( F ) ( F ) F ) = C 2 ) C 3 = C C ( C ( F ) ( F ) F ) = C C ( C ( F ) ( F ) F ) = C 3 ) = C 1 ) ( F ) F,O = C 1 C C C C 2 = C C = C C = C 2 1
308,FC1=C(F)C(F)=C(F)C(F)=C1P(C2=C(F)C(F)=C(F)C(F)=C2F)CCP(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(F)C(F)=C(F)C(F)=C4F,O=C1CCCC2=CC=CC=C21,12.0,F C 1 = C ( F ) C ( F ) = C ( F ) C ( F ) = C 1 P ( C 2 = C ( F ) C ( F ) = C ( F ) C ( F ) = C 2 F ) C C P ( C 3 = C ( F ) C ( F ) = C ( F ) C ( F ) = C 3 F ) C 4 = C ( F ) C ( F ) = C ( F ) C ( F ) = C 4 F,O = C 1 C C C C 2 = C C = C C = C 2 1
309,CC1(C)C2=C(OC3=C1C=CC=C3P(C4CCCCC4)C5CCCCC5)C(P(C6CCCCC6)C7CCCCC7)=CC=C2,O=C1CCCC2=CC=CC=C21,8.0,C C 1 ( C ) C 2 = C ( O C 3 = C 1 C = C C = C 3 P ( C 4 C C C C C 4 ) C 5 C C C C C 5 ) C ( P ( C 6 C C C C C 6 ) C 7 C C C C C 7 ) = C C = C 2,O = C 1 C C C C 2 = C C = C C = C 2 1
310,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=NC=CC=C1,O=C1CCCC2=CC=CC=C21,67.0,C 1 ( P ( C 2 = C C = C C = C 2 ) C 3 = C C = C C = C 3 ) = N C = C C = C 1,O = C 1 C C C C 2 = C C = C C = C 2 1
311,OC(C(C=C1)=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3)=O,O=C1CCCC2=CC=CC=C21,3.0,O C ( C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C C = C 2 ) C 3 = C C = C C = C 3 ) = O,O = C 1 C C C C 2 = C C = C C = C 2 1
312,ClC(C=C1)=CC=C1P(C2=CC=C(Cl)C=C2)C3=CC=C(Cl)C=C3,O=C1CCCC2=CC=CC=C21,23.0,Cl C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( Cl ) C = C 2 ) C 3 = C C = C ( Cl ) C = C 3,O = C 1 C C C C 2 = C C = C C = C 2 1
313,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=C(C4=C(P(C5=CC(C)=CC(C)=C5)C6=CC(C)=CC(C)=C6)C=CC7=C4OCO7)C8=C(OCO8)C=C3)=C1,O=C1CCCC2=CC=CC=C21,22.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C ( C 4 = C ( P ( C 5 = C C ( C ) = C C ( C ) = C 5 ) C 6 = C C ( C ) = C C ( C ) = C 6 ) C = C C 7 = C 4 O C O 7 ) C 8 = C ( O C O 8 ) C = C 3 ) = C 1,O = C 1 C C C C 2 = C C = C C = C 2 1
314,FC1=C(C(F)=C(C(F)=C1P(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(C(F)=C(C(F)=C3F)F)F)F)F,O=C1CCCC2=CC=CC=C21,7.0,F C 1 = C ( C ( F ) = C ( C ( F ) = C 1 P ( C 2 = C ( F ) C ( F ) = C ( F ) C ( F ) = C 2 F ) C 3 = C ( C ( F ) = C ( C ( F ) = C 3 F ) F ) F ) F ) F,O = C 1 C C C C 2 = C C = C C = C 2 1
315,O=S(C1=CC=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C1)([O-])=O.[Na+],O=C1CCCC2=CC=CC=C21,1.0,O = S ( C 1 = C C = C C ( P ( C 2 = C C = C C = C 2 ) C 3 = C C = C C = C 3 ) = C 1 ) ( [O-] ) = O . [Na+],O = C 1 C C C C 2 = C C = C C = C 2 1
316,CC(C)(C1=CC(P(C2=CC(C(C)(C)C)=C(OC)C(C(C)(C)C)=C2)C3=C(C4=C(P(C5=CC(C(C)(C)C)=C(OC)C(C(C)(C)C)=C5)C6=CC(C(C)(C)C)=C(OC)C(C(C)(C)C)=C6)C=CC7=C4OCO7)C8=C(OCO8)C=C3)=CC(C(C)(C)C)=C1OC)C,O=C(C1CCCCC1)C2CCCCC2,1.0,C C ( C ) ( C 1 = C C ( P ( C 2 = C C ( C ( C ) ( C ) C ) = C ( O C ) C ( C ( C ) ( C ) C ) = C 2 ) C 3 = C ( C 4 = C ( P ( C 5 = C C ( C ( C ) ( C ) C ) = C ( O C ) C ( C ( C ) ( C ) C ) = C 5 ) C 6 = C C ( C ( C ) ( C ) C ) = C ( O C ) C ( C ( C ) ( C ) C ) = C 6 ) C = C C 7 = C 4 O C O 7 ) C 8 = C ( O C O 8 ) C = C 3 ) = C C ( C ( C ) ( C ) C ) = C 1 O C ) C,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
317,CC(N(C)C)C1=CC=C[C-]1P(C2=CC=CC=C2)C3=CC=CC=C3.C4(P(C5=CC=CC=C5)[C-]6C=CC=C6)=CC=CC=C4.[Fe+2],O=C(C1CCCCC1)C2CCCCC2,16.0,C C ( N ( C ) C ) C 1 = C C = C [C-] 1 P ( C 2 = C C = C C = C 2 ) C 3 = C C = C C = C 3 . C 4 ( P ( C 5 = C C = C C = C 5 ) [C-] 6 C = C C = C 6 ) = C C = C C = C 4 . [Fe+2],O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
318,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=C(C4=C(P(C5=CC(C)=CC(C)=C5)C6=CC(C)=CC(C)=C6)C=CC7=CC=CC=C74)C8=CC=CC=C8C=C3)=C1,O=C(C1CCCCC1)C2CCCCC2,6.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C ( C 4 = C ( P ( C 5 = C C ( C ) = C C ( C ) = C 5 ) C 6 = C C ( C ) = C C ( C ) = C 6 ) C = C C 7 = C C = C C = C 7 4 ) C 8 = C C = C C = C 8 C = C 3 ) = C 1,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
319,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=C(C4=C(P(C5=CC(C)=CC(C)=C5)C6=CC(C)=CC(C)=C6)C=CC7=C4OCO7)C8=C(OCO8)C=C3)=C1,O=C(C1CCCCC1)C2CCCCC2,17.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C ( C 4 = C ( P ( C 5 = C C ( C ) = C C ( C ) = C 5 ) C 6 = C C ( C ) = C C ( C ) = C 6 ) C = C C 7 = C 4 O C O 7 ) C 8 = C ( O C O 8 ) C = C 3 ) = C 1,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
320,FC1=C(C(F)=C(C(F)=C1P(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(C(F)=C(C(F)=C3F)F)F)F)F,O=C(C1CCCCC1)C2CCCCC2,0.0,F C 1 = C ( C ( F ) = C ( C ( F ) = C 1 P ( C 2 = C ( F ) C ( F ) = C ( F ) C ( F ) = C 2 F ) C 3 = C ( C ( F ) = C ( C ( F ) = C 3 F ) F ) F ) F ) F,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
